"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.78","44.23","EGBERT CS","611E001","2025-03-28 16:00","2025","03","28","16:00","","2.3","","-3.7","","65","","0.0","","14","","13","","","","98.42","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-28 17:00","2025","03","28","17:00","","1.4","","-1.6","","80","","0.5","","15","","8","","","","98.44","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-28 18:00","2025","03","28","18:00","","0.5","","-0.9","","90","","0.5","","13","","12","","","","98.40","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-28 19:00","2025","03","28","19:00","","0.2","","-0.6","","95","","0.3","","12","","11","","","","98.31","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-28 20:00","2025","03","28","20:00","","0.2","","-0.5","","96","","0.4","","12","","11","","","","98.30","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-28 21:00","2025","03","28","21:00","","0.0","","-0.6","","96","","5.4","","11","","11","","","","98.12","","","","-4","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-28 22:00","2025","03","28","22:00","","0.4","","-0.2","","96","","1.1","","10","","10","","","","98.10","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-28 23:00","2025","03","28","23:00","","0.3","","-0.3","","96","","0.1","","12","","14","","","","98.04","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 00:00","2025","03","29","00:00","","-0.2","","-0.7","","96","","0.0","","6","","10","","","","98.10","","","","-4","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 01:00","2025","03","29","01:00","","-0.6","","-1.4","","95","","0.0","","10","","19","","","","98.02","","","","-6","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 02:00","2025","03","29","02:00","","-0.5","","-1.2","","95","","0.0","","7","","11","","","","98.19","","","","-4","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 03:00","2025","03","29","03:00","","-0.2","","-0.9","","95","","0.4","","12","","13","","","","98.05","","","","-4","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 04:00","2025","03","29","04:00","","-0.1","","-0.7","","95","","4.0","","17","","10","","","","98.02","","","","-3","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 05:00","2025","03","29","05:00","","0.0","","-0.6","","96","","3.6","","12","","7","","","","98.13","","","","-2","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 06:00","2025","03","29","06:00","","0.3","","-0.3","","96","","0.8","","7","","4","","","","98.31","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 07:00","2025","03","29","07:00","","0.2","","-0.4","","95","","3.6","","9","","9","","","","98.33","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 08:00","2025","03","29","08:00","","0.3","","-0.5","","95","","1.8","","9","","9","","","","98.46","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 09:00","2025","03","29","09:00","","0.4","","-0.5","","94","","1.8","","7","","7","","","","98.57","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 10:00","2025","03","29","10:00","","0.2","","-0.8","","93","","0.3","","8","","8","","","","98.64","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 11:00","2025","03","29","11:00","","0.1","","-1.1","","92","","0.0","","8","","8","","","","98.73","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 12:00","2025","03","29","12:00","","0.2","","-0.9","","92","","0.6","","10","","9","","","","98.71","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 13:00","2025","03","29","13:00","","0.3","","-0.7","","93","","1.7","","10","","7","","","","98.73","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 14:00","2025","03","29","14:00","","0.1","","-1.1","","92","","1.2","","10","","5","","","","98.73","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 15:00","2025","03","29","15:00","","0.2","","-0.8","","93","","0.5","","9","","3","","","","98.77","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 16:00","2025","03","29","16:00","","0.2","","-0.8","","94","","1.0","","11","","4","","","","98.75","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 17:00","2025","03","29","17:00","","0.0","","-0.9","","94","","1.9","","9","","3","","","","98.78","","","","-1","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 18:00","2025","03","29","18:00","","-0.2","","-0.9","","95","","1.9","","","M","3","","","","98.78","","","","-1","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 19:00","2025","03","29","19:00","","-0.3","","-1.0","","95","","1.5","","","M","3","","","","98.81","","","","-1","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 20:00","2025","03","29","20:00","","-0.2","","-1.0","","94","","0.4","","","","0","","","","98.85","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 21:00","2025","03","29","21:00","","-0.2","","-1.0","","95","","1.8","","","","0","","","","98.82","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 22:00","2025","03","29","22:00","","-0.2","","-0.9","","95","","1.3","","","","0","","","","98.76","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-29 23:00","2025","03","29","23:00","","-0.2","","-1.0","","95","","3.1","","","","0","","","","98.76","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 00:00","2025","03","30","00:00","","-0.3","","-1.0","","95","","2.0","","","M","","M","","","98.70","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 01:00","2025","03","30","01:00","","-0.2","","-0.8","","96","","1.1","","","M","","M","","","98.61","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 02:00","2025","03","30","02:00","","-0.2","","-0.9","","95","","1.9","","","M","","M","","","98.54","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 03:00","2025","03","30","03:00","","-0.4","","-1.1","","94","","1.3","","","M","","M","","","98.48","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 04:00","2025","03","30","04:00","","-0.6","","-1.2","","96","","0.0","","","M","","M","","","98.43","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 05:00","2025","03","30","05:00","","-0.5","","-1.0","","96","","0.0","","","M","","M","","","98.39","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 06:00","2025","03","30","06:00","","-0.5","","-1.1","","96","","0.1","","","M","","M","","","98.36","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 07:00","2025","03","30","07:00","","-0.3","","-0.9","","96","","0.0","","","M","","M","","","98.37","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 08:00","2025","03","30","08:00","","-0.1","","-0.7","","95","","0.1","","","M","","M","","","98.31","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 09:00","2025","03","30","09:00","","0.2","","-0.4","","96","","0.4","","","M","","M","","","98.26","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 10:00","2025","03","30","10:00","","0.4","","-0.1","","96","","0.8","","","M","","M","","","98.17","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 11:00","2025","03","30","11:00","","0.8","","0.3","","96","","0.6","","","M","","M","","","98.10","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 12:00","2025","03","30","12:00","","1.7","","1.2","","97","","1.2","","","","","M","","","98.03","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 13:00","2025","03","30","13:00","","2.1","","1.6","","97","","1.5","","16","","7","","","","97.95","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 14:00","2025","03","30","14:00","","3.1","","2.7","","97","","0.1","","15","","12","","","","97.83","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 15:00","2025","03","30","15:00","","4.1","","3.6","","97","","0.0","","15","","13","","","","97.76","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 16:00","2025","03","30","16:00","","4.5","","4.1","","97","","0.1","","15","","12","","","","97.70","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 17:00","2025","03","30","17:00","","4.6","","4.2","","98","","0.1","","15","","11","","","","97.62","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 18:00","2025","03","30","18:00","","4.5","","4.1","","98","","0.1","","14","","15","","","","97.48","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 19:00","2025","03","30","19:00","","4.2","","3.9","","98","","0.1","","14","","13","","","","97.46","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 20:00","2025","03","30","20:00","","4.1","","3.8","","98","","0.0","","15","","10","","","","97.40","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 21:00","2025","03","30","21:00","","5.2","","5.0","","98","","0.0","","15","","16","","","","97.13","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 22:00","2025","03","30","22:00","","5.5","","5.2","","98","","0.4","","17","","12","","","","97.10","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-30 23:00","2025","03","30","23:00","","8.7","","8.4","","98","","3.4","","17","","16","","","","96.99","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 00:00","2025","03","31","00:00","","7.4","","7.1","","97","","0.0","","18","","19","","","","96.88","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 01:00","2025","03","31","01:00","","7.6","","7.2","","98","","0.0","","19","","14","","","","96.81","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 02:00","2025","03","31","02:00","","7.4","","7.1","","98","","0.1","","19","","14","","","","96.79","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 03:00","2025","03","31","03:00","","7.9","","7.6","","98","","0.1","","20","","9","","","","96.73","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 04:00","2025","03","31","04:00","","9.4","","9.2","","98","","0.1","","19","","9","","","","96.72","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 05:00","2025","03","31","05:00","","9.9","","9.3","","96","","0.0","","19","","10","","","","96.72","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 06:00","2025","03","31","06:00","","10.1","","9.5","","96","","0.1","","25","","11","","","","96.81","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 07:00","2025","03","31","07:00","","9.8","","7.2","","83","","0.0","","24","","16","","","","96.90","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 08:00","2025","03","31","08:00","","8.6","","6.0","","83","","0.0","","25","","17","","","","96.94","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 09:00","2025","03","31","09:00","","6.7","","4.2","","84","","0.0","","29","","19","","","","97.03","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 10:00","2025","03","31","10:00","","5.7","","1.8","","76","","0.0","","28","","19","","","","97.06","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 11:00","2025","03","31","11:00","","3.8","","0.9","","81","","0.0","","30","","17","","","","97.21","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 12:00","2025","03","31","12:00","","4.3","","-1.1","","68","","0.0","","28","","20","","","","97.27","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 13:00","2025","03","31","13:00","","3.5","","-1.5","","69","","0.0","","30","","17","","","","97.37","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 14:00","2025","03","31","14:00","","0.9","","-1.7","","83","","0.0","","34","","17","","","","97.46","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 15:00","2025","03","31","15:00","","0.1","","-2.0","","85","","0.0","","34","","19","","","","97.58","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 16:00","2025","03","31","16:00","","-0.6","","-3.0","","84","","0.0","","33","","17","","","","97.70","","","","-6","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 17:00","2025","03","31","17:00","","-0.5","","-3.7","","79","","0.0","","32","","18","","","","97.79","","","","-6","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 18:00","2025","03","31","18:00","","-0.6","","-3.9","","79","","0.0","","32","","15","","","","97.95","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 19:00","2025","03","31","19:00","","-0.8","","-4.3","","77","","0.0","","32","","14","","","","98.00","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 20:00","2025","03","31","20:00","","-0.7","","-4.1","","78","","0.0","","31","","16","","","","98.07","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 21:00","2025","03","31","21:00","","-0.4","","-4.0","","77","","0.0","","31","","15","","","","98.10","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 22:00","2025","03","31","22:00","","-0.2","","-3.8","","76","","0.0","","32","","13","","","","98.13","","","","-4","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-03-31 23:00","2025","03","31","23:00","","-0.5","","-2.7","","85","","0.0","","35","","14","","","","98.22","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 00:00","2025","04","01","00:00","","-0.8","","-2.1","","91","","0.5","","33","","11","","","","98.28","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 01:00","2025","04","01","01:00","","-0.5","","-3.3","","81","","0.0","","34","","13","","","","98.39","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 02:00","2025","04","01","02:00","","-1.0","","-5.4","","72","","0.0","","34","","12","","","","98.49","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 03:00","2025","04","01","03:00","","-1.6","","-5.4","","75","","0.0","","34","","13","","","","98.55","","","","-6","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 04:00","2025","04","01","04:00","","-2.7","","-6.4","","75","","0.0","","34","","10","","","","98.64","","","","-7","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 05:00","2025","04","01","05:00","","-2.9","","-6.9","","74","","0.0","","34","","9","","","","98.74","","","","-6","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 06:00","2025","04","01","06:00","","-3.6","","-10.0","","61","","0.0","","34","","14","","","","98.84","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 07:00","2025","04","01","07:00","","-3.7","","-13.2","","48","","0.0","","34","","17","","","","98.98","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 08:00","2025","04","01","08:00","","-3.3","","-13.1","","47","","0.0","","33","","16","","","","99.06","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 09:00","2025","04","01","09:00","","-2.8","","-11.3","","52","","0.0","","33","","19","","","","99.15","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 10:00","2025","04","01","10:00","","-2.7","","-12.2","","48","","0.0","","32","","17","","","","99.25","","","","-8","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 11:00","2025","04","01","11:00","","-2.2","","-11.2","","50","","0.0","","32","","18","","","","99.31","","","","-8","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 12:00","2025","04","01","12:00","","-1.6","","-10.8","","49","","0.0","","34","","18","","","","99.37","","","","-7","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 13:00","2025","04","01","13:00","","-1.1","","-10.6","","48","","0.0","","33","","18","","","","99.42","","","","-6","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 14:00","2025","04","01","14:00","","-1.1","","-10.6","","48","","0.0","","34","","18","","","","99.46","","","","-6","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 15:00","2025","04","01","15:00","","0.0","","-9.2","","50","","0.0","","34","","16","","","","99.48","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 16:00","2025","04","01","16:00","","-0.6","","-10.1","","48","","0.0","","34","","15","","","","99.51","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 17:00","2025","04","01","17:00","","-0.9","","-9.7","","51","","0.0","","34","","12","","","","99.45","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 18:00","2025","04","01","18:00","","-1.7","","-9.8","","54","","0.0","","33","","9","","","","99.48","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 19:00","2025","04","01","19:00","","-2.7","","-9.2","","61","","0.0","","32","","8","","","","99.57","","","","-6","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 20:00","2025","04","01","20:00","","-3.5","","-8.6","","68","","0.0","","35","","7","","","","99.65","","","","-6","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-04-01 21:00","2025","04","01","21:00","","-3.5","","-8.0","","71","","0.0","","31","","4","","","","99.80","","","","-5","","NA"
