"WELL_ID","AUDIT_NO","TAG","FINAL_STA","DATA_SRC","CONTRACTOR","DATE_RECEIVED","FORMVERSION","COUNTY","MUNIC_CODE","CONREG","CONN","LOT","STREET","CITY","SITE","OWNER","USE_2ND","USE_1ST","selected_flag","data_entry_status","ABANDONMENT_REC"
"1513488",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15008","RF"," 01","017","  ",,,,"0","1",1,,
"1513489",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15004","CON"," 03","019","  ",,,,"0","1",1,,
"1513490",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15004","BF",,"002","  ",,,,"0","1",1,,
"1513491",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15004","CON","A","019","  ",,,,"0","1",1,,
"1513492",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15008","RF"," 03","017","  ",,,,"0","2",1,,
"1513493",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15004","CON"," 04","008","  ",,,,"0","1",1,,
"1513494",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15001","CON"," 08","004","  ",,,,"0","1",1,,
"1513495",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15005","CON"," 01","016","  ",,,,"0","1",1,,
"1513496",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15001","CON"," 08","001","  ",,,,"0","1",1,,
"1513497",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15009","LI",,,"  ",,,,"0","1",1,,
"1513498",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15009","LI",,,"  ",,,,"0","1",1,,
"1513499",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15008","RF"," 01","022","  ",,,,"0","1",1,,
"1513500",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15004","CON"," 01","025","  ",,,,"0","1",1,,
"1513501",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15004","CON"," 01","031","  ",,,,"0","1",1,,
"1513502",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15005","CON"," 08","009","  ",,,,"0","1",1,,
"1513503",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15004","CON"," 01","022","  ",,,,"0","1",1,,
"1513504",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15010","CON"," 05","011","  ",,,,"0","1",1,,
"1513505",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15004","CON"," 03","028","  ",,,,"0","1",1,,
"1513506",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15005","CON"," 12","021","  ",,,,"0","1",1,,
"1513507",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15701",,,,"  ",,,,"0","1",1,,
"1513508",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15701",,,,"  ",,,,"0","1",1,,
"1513509",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15701",,,,"  ",,,,"0","1",1,,
"1513510",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15009","LI",,,"  ",,,,"0","1",1,,
"1513511",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15002","BF",,"023","  ",,,,"0","1",1,,
"1513512",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15001","CON"," 08","001","  ",,,,"0","1",1,,
"1513513",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15004","CON"," 04","009","  ",,,,"0","1",1,,
"1513514",,,"1","1","1558",10/15/1973 0:00:00,1,"15","15701",,,,"  ",,,,"0","1",1,,
"1513515",,,"1","1","2557",10/23/1973 0:00:00,1,"15","15011","CON"," 08","024","  ",,,,"0","1",1,,
"1513516",,,"1","1","2558",10/22/1973 0:00:00,1,"15","15011","OF"," 01","011","  ",,,,"0","1",1,,
"1513517",,,"1","1","3503",10/24/1973 0:00:00,1,"15","15005","CON"," 03","001","  ",,,,"0","1",1,,
"1513518",,,"1","1","3309",10/29/1973 0:00:00,1,"15","15007","CON"," 04","019","  ",,,,"1","2",1,,
"1513519",,,"1","1","3309",10/29/1973 0:00:00,1,"15","15007","BF",,"025","  ",,,,"0","1",1,,
"1513520",,,"5","1","3333",11/23/1951 0:00:00,1,"15","15011","OF"," 01","013","  ",,,,"0","1",1,,
"1513521",,,"1","1","1504",2/14/1967 0:00:00,1,"15","15011","OF"," 01","013","  ",,,,"0","1",1,,
"1513522",,,"1","1","2557",11/9/1973 0:00:00,1,"15","15008","RF"," 01","010","  ",,,,"0","1",1,,
"1513523",,,"1","1","2557",11/9/1973 0:00:00,1,"15","15010","CON"," 08","007","  ",,,,"0","1",1,,
"1513524",,,"1","1","2558",11/16/1973 0:00:00,1,"15","15004","CON","A","001","  ",,,,"0","1",1,,
"1513525",,,"1","1","2558",11/16/1973 0:00:00,1,"15","15005","CON"," 09","022","  ",,,,"0","1",1,,
"1513526",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15009","CON"," 02","005","  ",,,,"0","1",1,,
"1513527",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15002","LI",,,"  ",,,,"0","1",1,,
"1513528",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15009","CON"," 04","006","  ",,,,"0","1",1,,
"1513529",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15009","CON"," 04","006","  ",,,,"0","1",1,,
"1513530",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15001","CON"," 07","001","  ",,,,"0","1",1,,
"1513531",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15008","RF"," 02","009","  ",,,,"0","1",1,,
"1513532",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15008","RF"," 02","007","  ",,,,"0","1",1,,
"1513533",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15008","RF","A","013","  ",,,,"0","1",1,,
"1513534",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15008","RF","A","013","  ",,,,"0","1",1,,
"1513535",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15007","CON"," 01","017","  ",,,,"0","1",1,,
"1513536",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15007","CON"," 06","002","  ",,,,"0","1",1,,
"1513537",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON","A","019","  ",,,,"0","1",1,,
"1513538",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON","A","019","  ",,,,"0","1",1,,
"1513539",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15010","CON"," 05","011","  ",,,,"0","1",1,,
"1513540",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON","A","019","  ",,,,"0","1",1,,
"1513541",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15010","CON"," 06","008","  ",,,,"0","1",1,,
"1513542",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON","A","018","  ",,,,"0","1",1,,
"1513543",,,"5","1","1558",11/20/1973 0:00:00,1,"15","15009","CON"," 01","029","  ",,,,,,1,,
"1513544",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15009","CON"," 01","029","  ",,,,"0","1",1,,
"1513545",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15009","CON"," 03","010","  ",,,,"0","1",1,,
"1513546",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15009","CON"," 03","011","  ",,,,"0","1",1,,
"1513547",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15009","CON"," 02","037","  ",,,,"0","1",1,,
"1513548",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON"," 01","025","  ",,,,"0","1",1,,
"1513549",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON"," 01","024","  ",,,,"0","1",1,,
"1513550",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15007","CON"," 04","009","  ",,,,"0","1",1,,
"1513552",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15002","BF",,"025","  ",,,,"0","1",1,,
"1513553",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15008","RF"," 02","011","  ",,,,"0","1",1,,
"1513554",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15002","BF",,"025","  ",,,,"0","1",1,,
"1513555",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","BF",,"005","  ",,,,"0","1",1,,
"1513556",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","BF",,"005","  ",,,,"0","1",1,,
"1513557",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON"," 03","009","  ",,,,"0","1",1,,
"1513558",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","BF",,"005","  ",,,,"0","1",1,,
"1513559",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15002","RF"," 03","017","  ",,,,"0","1",1,,
"1513560",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON"," 02","036","  ",,,,"0","1",1,,
"1513561",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15009","CON"," 03","027","  ",,,,"0","1",1,,
"1513562",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15009","CON"," 08","016","  ",,,,"0","1",1,,
"1513563",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15007","BF",,"004","  ",,,,"0","1",1,,
"1513564",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON","A","019","  ",,,,"0","1",1,,
"1513565",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15009","CON"," 03","025","  ",,,,"0","1",1,,
"1513567",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15002","RF"," 05","026","  ",,,,"0","1",1,,
"1513568",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15002","OF"," 02","004","  ",,,,"0","1",1,,
"1513569",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15008","RF"," 05","021","  ",,,,"0","1",1,,
"1513570",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15006","CON"," 01","002","  ",,,,"0","1",1,,
"1513571",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15010","CON"," 06","010","  ",,,,"0","1",1,,
"1513572",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15009","CON"," 04","006","  ",,,,"0","1",1,,
"1513573",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON"," 01","023","  ",,,,"0","1",1,,
"1513574",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15005","CON"," 08","009","  ",,,,"0","1",1,,
"1513575",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15009","CON"," 06","015","  ",,,,"0","1",1,,
"1513576",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15005","CON"," 08","011","  ",,,,"0","1",1,,
"1513577",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15010","CON"," 06","002","  ",,,,"0","1",1,,
"1513578",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON"," 04","001","  ",,,,"0","1",1,,
"1513579",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON"," 03","007","  ",,,,"0","1",1,,
"1513580",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON"," 01","017","  ",,,,"0","1",1,,
"1513581",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15009","CON"," 07","039","  ",,,,"0","1",1,,
"1513582",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513583",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513584",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513585",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513586",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513587",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15001","CON"," 07","001","  ",,,,"0","1",1,,
"1513588",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513589",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513590",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513591",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15705","CON"," 11","023","  ",,,,"0","1",1,,
"1513592",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513593",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15002","RF"," 04","016","  ",,,,"0","1",1,,
"1513594",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15003","CON"," 06","015","  ",,,,"1","2",1,,
"1513595",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON"," 04","023","  ",,,,"0","1",1,,
"1513596",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15010","CON"," 02","025","  ",,,,"0","1",1,,
"1513597",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15009","LI",,,"  ",,,,"0","1",1,,
"1513598",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON"," 04","021","  ",,,,"0","1",1,,
"1513599",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON","A","005","  ",,,,"0","1",1,,
"1513600",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15003","CON"," 05","011","  ",,,,"0","6",1,,
"1513601",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON"," 01","022","  ",,,,"0","1",1,,
"1513602",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON"," 01","022","  ",,,,"0","1",1,,
"1513603",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON","A","019","  ",,,,"0","1",1,,
"1513604",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON"," 03","019","  ",,,,"0","1",1,,
"1513605",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON"," 03","019","  ",,,,"0","1",1,,
"1513606",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON"," 03","019","  ",,,,"0","1",1,,
"1513607",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON"," 03","019","  ",,,,"0","1",1,,
"1513608",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON","A","001","  ",,,,"0","1",1,,
"1513609",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15004","CON"," 01","016","  ",,,,"0","1",1,,
"1513610",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513611",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513612",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513613",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15009","BF",,"033","  ",,,,"0","1",1,,
"1513614",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15009","CON"," 08","043","  ",,,,"0","1",1,,
"1513615",,,"1","1","1558",11/20/1973 0:00:00,1,"15","15008","RF"," 05","021","  ",,,,"0","1",1,,
"1513616",,,"1","1","2557",11/19/1973 0:00:00,1,"15","15008","RF"," 03","020","  ",,,,"0","1",1,,
"1513617",,,"1","1","2559",12/10/1973 0:00:00,1,"15","15010","CON"," 07","007","  ",,,,"0","1",1,,
"1513618",,,"1","1","2559",12/10/1973 0:00:00,1,"15","15002","RF"," 04","016","  ",,,,"0","1",1,,
"1513619",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15004","CON"," 01","022","  ",,,,"0","1",1,,
"1513620",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15004","BF",,"009","  ",,,,"0","1",1,,
"1513621",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15004","BF",,"009","  ",,,,"0","1",1,,
"1513622",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15005","CON"," 10","003","  ",,,,"0","1",1,,
"1513623",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513624",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513625",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513626",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513627",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15009","CON"," 06","034","  ",,,,"0","2",1,,
"1513628",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15004","BF",,"009","  ",,,,"0","1",1,,
"1513629",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15009","LI",,,"  ",,,,"0","1",1,,
"1513630",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15008","RF"," 05","016","  ",,,,"0","1",1,,
"1513631",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15009","LI",,,"  ",,,,"0","1",1,,
"1513632",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513633",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513634",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15005","CON"," 02","001","  ",,,,"0","1",1,,
"1513635",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15005","CON"," 01","001","  ",,,,"0","1",1,,
"1513636",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513637",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513638",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15009","CON"," 01","015","  ",,,,"0","1",1,,
"1513639",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15003","CON"," 07","026","  ",,,,"0","1",1,,
"1513640",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15004","CON"," 04","042","  ",,,,"0","1",1,,
"1513641",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15004","CON"," 04","042","  ",,,,"0","1",1,,
"1513642",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15004","CON"," 01","003","  ",,,,"0","1",1,,
"1513643",,,"1","1","1558",11/18/1973 0:00:00,1,"15","15001","CON"," 08","004","  ",,,,"0","1",1,,
"1513645",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15002","RF"," 02","029","  ",,,,"0","1",1,,
"1513646",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15009","CON"," 02","027","  ",,,,"0","1",1,,
"1513647",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513648",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513649",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513650",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513651",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513652",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513653",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513654",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513655",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513656",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15009","CON"," 01","029","  ",,,,"0","1",1,,
"1513657",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15003","CON"," 09","022","  ",,,,"0","1",1,,
"1513658",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513659",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513660",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513661",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15005","CON"," 05","014","  ",,,,"0","1",1,,
"1513662",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513663",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15001","CON"," 08","004","  ",,,,"0","1",1,,
"1513664",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15008","RF","A","027","  ",,,,"0","5",1,,
"1513665",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15005","CON"," 04","008","  ",,,,"0","1",1,,
"1513666",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15004","CON","A","019","  ",,,,"0","1",1,,
"1513667",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15002","BF",,"024","  ",,,,"0","1",1,,
"1513668",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15008","RF"," 06","005","  ",,,,"0","1",1,,
"1513669",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15002","RF"," 01","020","  ",,,,"0","1",1,,
"1513670",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513671",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15008","RF"," 06","028","  ",,,,"0","1",1,,
"1513672",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15005","CON"," 11","008","  ",,,,"0","1",1,,
"1513673",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15008","RF"," 03","016","  ",,,,"0","1",1,,
"1513674",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15002","RF"," 04","016","  ",,,,"0","1",1,,
"1513675",,,"2","1","2559",12/10/1973 0:00:00,1,"15","15008","RF"," 01","017","  ",,,,,,1,,
"1513676",,,"1","1","2559",12/10/1973 0:00:00,1,"15","15002","RF"," 04","016","  ",,,,"0","1",1,,
"1513677",,,"1","1","0001",12/10/1973 0:00:00,1,"15","15009","CON"," 01","029","  ",,,,"0","1",1,,
"1513678",,,"1","1","1558",12/10/1973 0:00:00,1,"15","15004","CON"," 01","023","  ",,,,"0","1",1,,
"1513679",,,"1","1","1119",12/13/1973 0:00:00,1,"15","15009","CON"," 05","001","  ",,,,"0","1",1,,
"1513680",,,"1","1","2307",12/28/1973 0:00:00,1,"15","15005","CON"," 11","016","  ",,,,"0","1",1,,
"1513681",,,"1","1","1517",1/11/1973 0:00:00,1,"15","15011","CON"," 07","025","  ",,,,"0","1",1,,
"1513682",,,"1","1","1517",1/10/1974 0:00:00,1,"15","15009","CON"," 06","038","  ",,,,"4","5",1,,
"1513684",,,"1","1","3504",1/14/1974 0:00:00,1,"15","15006","CON"," 04","018","  ",,,,"0","1",1,,
"1513685",,,"1","1","3504",1/14/1974 0:00:00,1,"15","15005","CON"," 02","009","  ",,,,"0","1",1,,
"1513686",,,"1","1","3504",1/14/1974 0:00:00,1,"15","15008","OF"," 02","012","  ",,,,"0","5",1,,
"1513687",,,"1","1","3504",1/14/1974 0:00:00,1,"15","15004","BF",,"001","  ",,,,"0","6",1,,
"1513688",,,"1","1","3504",1/14/1974 0:00:00,1,"15","15008","RF","A","019","  ",,,,"0","2",1,,
"1513689",,,"1","1","3504",1/14/1974 0:00:00,1,"15","15006","CON"," 02","013","  ",,,,"0","1",1,,
"1513690",,,"1","1","3504",1/14/1974 0:00:00,1,"15","15701",,,,"  ",,,,"0","1",1,,
"1513691",,,"1","1","3504",1/14/1974 0:00:00,1,"15","15007","CON"," 01","003","  ",,,,"0","2",1,,
"1513692",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15004","CON","A","001","  ",,,,"0","1",1,,
"1513693",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15004","CON"," 01","022","  ",,,,"0","1",1,,
"1513694",,,"1","1","1558",1/15/1974 0:00:00,1,"15","15004","CON"," 01","023","  ",,,,"0","1",1,,
"1513695",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15701",,,,"  ",,,,"0","1",1,,
"1513696",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15701",,,,"  ",,,,"0","1",1,,
"1513697",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15002","RF"," 04","014","  ",,,,"0","1",1,,
"1513698",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15008","RF"," 02","011","  ",,,,"0","1",1,,
"1513699",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15008","RF"," 02","007","  ",,,,"0","1",1,,
"1513700",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15009","CON"," 01","020","  ",,,,"0","1",1,,
"1513701",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15004","CON","A","020","  ",,,,"0","1",1,,
"1513702",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15004","CON"," 03","020","  ",,,,"0","1",1,,
"1513703",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15003","CON"," 05","013","  ",,,,"0","1",1,,
"1513704",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15008","RF","A","025","  ",,,,"0","1",1,,
"1513705",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15011","CON"," 07","026","  ",,,,"0","1",1,,
"1513706",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15502",,,,"  ",,,,"0","5",1,,
"1513707",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15004","CON","A","006","  ",,,,"0","1",1,,
"1513708",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15004","CON"," 01","010","  ",,,,"0","1",1,,
"1513709",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15004","CON"," 04","042","  ",,,,"0","1",1,,
"1513710",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15703",,,,"  ",,,,"0","1",1,,
"1513711",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15004","CON"," 01","024","  ",,,,"0","1",1,,
"1513712",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15011","OF"," 01","014","  ",,,,"0","1",1,,
"1513713",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15004","CON"," 01","022","  ",,,,"0","1",1,,
"1513714",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15004","CON"," 01","023","  ",,,,"0","1",1,,
"1513715",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15002","RF"," 01","013","  ",,,,"0","1",1,,
"1513716",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15009","CON"," 01","015","  ",,,,"0","1",1,,
"1513717",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15004","CON","A","020","  ",,,,"0","1",1,,
"1513718",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15009","CON"," 06","039","  ",,,,"0","1",1,,
"1513719",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15004","CON"," 04","021","  ",,,,"0","1",1,,
"1513720",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15009","CON"," 01","014","  ",,,,"0","1",1,,
"1513721",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15002","RF"," 04","006","  ",,,,"0","1",1,,
"1513722",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15009","CON"," 01","028","  ",,,,"0","1",1,,
"1513723",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15004","CON"," 04","042","  ",,,,"0","1",1,,
"1513724",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15001","CON"," 07","001","  ",,,,"0","1",1,,
"1513725",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15005","CON"," 01","005","  ",,,,"0","1",1,,
"1513726",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15502",,,,"  ",,,,,"1",1,,
"1513727",,,"1","1","1558",1/14/1974 0:00:00,1,"15","15009","CON"," 02","029","  ",,,,"0","1",1,,
