"Hole_Id","Bore_Hole_ID","WELL_ID","Diameter","Depth_from","Depth_to","HOLE_DEPTH_UOM","HOLE_DIAMETER_UOM"
1003310575,1003310573,"7145404",8.25,,7.32,"m","cm"
1003310584,1003310582,"7145404",8.25,,7.32,"m","cm"
1003310593,1003310591,"7145404",8.25,,7.32,"m","cm"
1003310602,1003310600,"7145404",8.25,,7.32,"m","cm"
1003310612,1002985074,"7145404",8.25,0.00,7.32,"m","cm"
1003193226,1002985150,"7145431",8.25,0.00,3.35,"m","cm"
1003193240,1002985152,"7145432",8.25,0.00,3.35,"m","cm"
1003193252,1002985154,"7145433",8.25,0.00,4.57,"m","cm"
1003193267,1002985156,"7145434",8.25,0.00,4.57,"m","cm"
1003193281,1002985158,"7145435",8.25,0.00,1.83,"m","cm"
1003193345,1002985166,"7145439",8.25,0.00,5.79,"m","cm"
1003193346,1002985166,"7145439",5.71,5.79,7.01,"m","cm"
1003311835,1003311833,"7145546",20.00,,6.10,"m","cm"
1003311844,1003311842,"7145546",20.00,,8.80,"m","cm"
1003311853,1003311851,"7145546",20.00,,6.10,"m","cm"
1003311862,1003311860,"7145546",20.00,,8.20,"m","cm"
1003311871,1003311869,"7145546",20.00,,12.20,"m","cm"
1003311883,1002986005,"7145546",20.00,0.00,7.60,"m","cm"
1003050162,1002986524,"7145625",,,,"m","cm"
1003050208,1002986526,"7145626",,,,"m","cm"
1003050233,1002986528,"7145627",15.86,0.00,15.84,"m","cm"
1003050234,1002986528,"7145627",15.55,15.84,22.85,"m","cm"
1003050387,1002986530,"7145628",15.86,0.00,17.06,"m","cm"
1003050388,1002986530,"7145628",15.23,17.06,18.28,"m","cm"
1003050539,1002986532,"7145629",15.86,0.00,19.40,"m","cm"
1003050540,1002986532,"7145629",15.23,19.40,48.46,"m","cm"
1003053531,1002986534,"7145630",15.86,0.00,17.37,"m","cm"
1003053532,1002986534,"7145630",15.23,17.37,45.10,"m","cm"
1003054179,1002986536,"7145631",15.86,0.00,14.32,"m","cm"
1003054180,1002986536,"7145631",15.23,14.32,53.33,"m","cm"
1003054717,1002986542,"7145634",15.86,0.00,15.84,"m","cm"
1003054718,1002986542,"7145634",15.23,15.84,68.57,"m","cm"
1003055216,1002986802,"7145653",15.86,0.00,6.40,"m","cm"
1003055217,1002986802,"7145653",14.91,6.40,71.62,"m","cm"
1003055248,1002986804,"7145654",15.86,0.00,15.84,"m","cm"
1003055249,1002986804,"7145654",15.23,15.84,22.85,"m","cm"
1003055351,1002986806,"7145655",15.86,0.00,15.84,"m","cm"
1003055352,1002986806,"7145655",15.23,15.85,22.85,"m","cm"
1003056148,1002986808,"7145656",15.86,0.00,17.98,"m","cm"
1003056149,1002986808,"7145656",15.23,17.98,53.33,"m","cm"
1003056458,1002986814,"7145659",15.86,0.00,16.76,"m","cm"
1003056459,1002986814,"7145659",15.23,16.76,22.85,"m","cm"
1003056515,1002986816,"7145660",15.86,0.00,14.93,"m","cm"
1003056516,1002986816,"7145660",15.23,14.93,83.20,"m","cm"
1003056709,1002986820,"7145662",15.86,0.00,13.10,"m","cm"
1003056710,1002986820,"7145662",15.23,13.10,27.43,"m","cm"
1003057358,1002986826,"7145665",15.86,0.00,22.85,"m","cm"
1003057359,1002986826,"7145665",15.23,22.85,30.47,"m","cm"
1003057441,1002986828,"7145666",15.86,0.00,19.50,"m","cm"
1003057442,1002986828,"7145666",15.23,19.50,38.09,"m","cm"
1003057571,1002986830,"7145667",15.86,0.00,13.10,"m","cm"
1003057572,1002986830,"7145667",15.23,13.10,37.48,"m","cm"
1003058698,1002986832,"7145668",15.86,0.00,6.40,"m","cm"
1003058699,1002986832,"7145668",15.23,6.40,136.54,"m","cm"
1003058700,1002986832,"7145668",14.28,136.54,138.64,"m","cm"
1003058890,1002986834,"7145669",,,,"m","cm"
1003059361,1002986836,"7145670",15.86,0.00,15.23,"m","cm"
1003059362,1002986836,"7145670",15.23,15.23,52.72,"m","cm"
1003059626,1002986838,"7145671",15.86,0.00,13.10,"m","cm"
1003059627,1002986838,"7145671",15.07,13.10,45.41,"m","cm"
1003059723,1002986840,"7145672",15.86,0.00,11.88,"m","cm"
1003059724,1002986840,"7145672",15.23,11.88,45.10,"m","cm"
1003059960,1002986842,"7145673",15.86,0.00,37.48,"m","cm"
1003059961,1002986842,"7145673",15.23,37.48,44.49,"m","cm"
1003060023,1002986844,"7145674",15.86,0.00,3.50,"m","cm"
1003060024,1002986844,"7145674",15.23,3.50,30.47,"m","cm"
1003060346,1002986850,"7145677",15.86,0.00,15.23,"m","cm"
1003060347,1002986850,"7145677",15.23,15.23,52.72,"m","cm"
1003060457,1002986854,"7145679",6.00,0.00,85.00,"ft","inch"
1003060458,1002986854,"7145679",5.75,75.00,100.00,"ft","inch"
1003060806,1002986866,"7145685",6.00,0.00,60.00,"ft","inch"
1003061917,1002986902,"7145703",21.23,0.00,12.20,"m","cm"
1003061918,1002986902,"7145703",15.55,12.20,64.00,"m","cm"
1003069693,1002987056,"7145771",6.25,0.00,20.00,"ft","inch"
1003069694,1002987056,"7145771",5.50,20.00,36.00,"ft","inch"
1003083036,1002987431,"7145838",6.00,0.00,62.00,"ft","inch"
1003083106,1002987433,"7145839",6.00,0.00,61.00,"ft","inch"
1003083162,1002987435,"7145840",6.00,0.00,120.00,"ft","inch"
1003083379,1002987437,"7145841",6.00,0.00,198.00,"ft","inch"
1003083380,1002987437,"7145841",6.25,198.00,270.00,"ft","inch"
1003083499,1002987441,"7145843",6.00,0.00,58.00,"ft","inch"
1003083500,1002987441,"7145843",6.12,58.00,240.00,"ft","inch"
1003083561,1002987443,"7145844",6.00,0.00,240.00,"ft","inch"
1003083603,1002987445,"7145845",6.00,0.00,58.00,"ft","inch"
1003083604,1002987445,"7145845",5.93,58.00,210.00,"ft","inch"
1003083645,1002987488,"7145846",6.00,0.00,236.00,"ft","inch"
1003083744,1002987490,"7145847",6.00,0.00,60.00,"ft","inch"
1003083745,1002987490,"7145847",6.06,60.00,201.00,"ft","inch"
1003083827,1002987492,"7145848",6.00,0.00,53.00,"ft","inch"
1003083828,1002987492,"7145848",6.12,53.00,202.00,"ft","inch"
1003083870,1002987494,"7145849",6.00,0.00,200.00,"ft","inch"
1003089089,1002987629,"7145852",6.00,0.00,301.00,"ft","inch"
1003089163,1002987631,"7145853",,,,"ft","inch"
1003090038,1002987635,"7145855",6.00,0.00,260.00,"ft","inch"
1003090113,1002987637,"7145856",6.00,0.00,60.00,"ft","inch"
1003090114,1002987637,"7145856",6.12,60.00,161.00,"ft","inch"
1003090226,1002987641,"7145858",6.00,0.00,50.00,"ft","inch"
1003090227,1002987641,"7145858",6.25,50.00,300.00,"ft","inch"
1003090287,1002987643,"7145859",6.00,0.00,200.00,"ft","inch"
1003090326,1002987645,"7145860",6.00,0.00,46.00,"ft","inch"
1003090327,1002987645,"7145860",6.12,46.00,160.00,"ft","inch"
1003090457,1002987649,"7145862",6.00,0.00,60.00,"ft","inch"
1003090458,1002987649,"7145862",6.25,60.00,241.00,"ft","inch"
1003091375,1002987653,"7145864",6.00,0.00,100.00,"ft","inch"
1003091417,1002987655,"7145865",6.00,0.00,161.00,"ft","inch"
1003126418,1002989047,"7146116",15.86,0.00,20.00,"m","cm"
1003126419,1002989047,"7146116",15.55,20.00,50.00,"m","cm"
1003126841,1002989049,"7146117",15.86,0.00,21.82,"m","cm"
1003179049,1002989049,"7146117",15.55,21.82,53.03,"m","cm"
1003312569,1003312567,"7146132",20.00,,6.10,"m","cm"
1003312578,1003312576,"7146132",20.00,,7.60,"m","cm"
1003312587,1003312585,"7146132",20.00,,5.90,"m","cm"
1003312596,1003312594,"7146132",20.00,,5.90,"m","cm"
1003312609,1002989237,"7146132",20.00,0.00,6.10,"m","cm"
1003312658,1003312656,"7146133",20.00,,6.10,"m","cm"
1003312672,1002989239,"7146133",20.00,0.00,6.70,"m","cm"
1003129869,1002989241,"7146134",7.50,0.00,0.50,"m","cm"
1003129870,1002989241,"7146134",5.60,0.50,4.50,"m","cm"
1003135153,1002995133,"7146224",7.50,0.00,0.50,"m","cm"
1003135154,1002995133,"7146224",5.60,0.50,4.50,"m","cm"
1003143056,1002995995,"7146290",25.08,0.00,14.02,"m","cm"
1003143057,1002995995,"7146290",15.55,14.02,24.69,"m","cm"
1003144844,1002996038,"7146298",25.08,0.00,20.73,"m","cm"
1003144845,1002996038,"7146298",15.55,20.73,42.98,"m","cm"
1003148697,1002996097,"7146317",15.24,7.63,59.50,"m","cm"
1003148814,1002996099,"7146318",15.24,12.65,53.33,"m","cm"
1003148929,1002996101,"7146319",15.24,12.65,47.28,"m","cm"
1003149076,1002996103,"7146320",15.55,6.40,38.13,"m","cm"
1003149218,1002996105,"7146321",,,,"m","cm"
1003149289,1002996107,"7146322",15.55,7.32,87.54,"m","cm"
1003149448,1002996109,"7146323",15.24,6.41,52.46,"m","cm"
1003149733,1002996115,"7146326",,,,"m","cm"
1003149744,1002996117,"7146327",,,,"m","cm"
1003203830,1003011722,"7146410",,,,"m","cm"
1003204950,1003012019,"7146421",25.08,0.00,10.67,"m","cm"
1003204951,1003012019,"7146421",15.23,10.67,24.99,"m","cm"
1003206938,1003012400,"7146472",22.00,0.00,4.72,"ft","inch"
1003206939,1003012400,"7146472",9.00,4.72,9.45,"ft","inch"
1003317220,1003317218,"7146651",20.00,,5.10,"m","cm"
1003317229,1003317227,"7146651",20.00,,5.10,"m","cm"
1003317241,1003024088,"7146651",20.00,0.00,5.10,"m","cm"
1003180957,1003037526,"7146862",,,,"ft","inch"
1003181155,1003041775,"7146896",8.25,0.00,6.71,"m","cm"
1003181549,1003041816,"7146897",8.25,0.00,10.36,"m","cm"
1003181564,1003041818,"7146898",8.25,0.00,8.84,"m","cm"
1003181578,1003041820,"7146899",8.25,0.00,7.62,"m","cm"
1003181593,1003041822,"7146900",8.25,0.00,4.88,"m","cm"
1003181609,1003041824,"7146901",8.25,0.00,9.75,"m","cm"
1003319695,1003319693,"7146912",8.25,,2.44,"m","cm"
1003319704,1003319702,"7146912",8.25,,2.44,"m","cm"
1003319715,1003041970,"7146912",8.25,0.00,3.05,"m","cm"
1003319716,1003041970,"7146912",5.71,3.05,3.66,"m","cm"
1003319900,1003319898,"7146914",8.25,,5.49,"m","cm"
1003319909,1003319907,"7146914",8.25,,5.49,"m","cm"
1003319918,1003319916,"7146914",8.25,,5.18,"m","cm"
1003319929,1003041974,"7146914",8.25,0.00,5.49,"m","cm"
1003182067,1003042026,"7146922",8.25,0.00,6.10,"m","cm"
1003182170,1003042028,"7146923",8.25,0.00,6.10,"m","cm"
1003182214,1003042046,"7146924",8.25,0.00,8.84,"m","cm"
1003182269,1003042048,"7146925",5.71,0.00,4.27,"m","cm"
1003320192,1003320190,"7146926",8.25,,4.88,"m","cm"
1003320201,1003320199,"7146926",8.25,,4.88,"m","cm"
1003320210,1003320208,"7146926",8.25,,5.49,"m","cm"
1003320219,1003320217,"7146926",8.25,,5.18,"m","cm"
1003320228,1003320226,"7146926",8.25,,5.79,"m","cm"
1003320238,1003042050,"7146926",8.25,0.00,4.88,"m","cm"
1003320679,1003320677,"7146947",10.92,,4.27,"m","cm"
1003320688,1003320686,"7146947",10.92,,4.27,"m","cm"
1003320697,1003320695,"7146947",10.92,,4.27,"m","cm"
1003320706,1003320704,"7146947",10.92,,4.27,"m","cm"
1003320717,1003042212,"7146947",10.92,0.00,4.27,"m","cm"
1003185897,1003043969,"7146971",,,,"ft","inch"
1003185909,1003043971,"7146972",,,,"ft","inch"
1003185921,1003043973,"7146973",,,,"ft","inch"
1003185948,1003043975,"7146974",,,,"ft","inch"
1003185960,1003043977,"7146975",,,,"ft","inch"
1003185972,1003043979,"7146976",,,,"ft","inch"
1003185984,1003043981,"7146977",,,,"ft","inch"
1003186110,1003044068,"7146981",8.25,0.00,3.35,"m","cm"
1003190842,1003044245,"7147017",20.32,0.00,8.53,"m","cm"
1003190871,1003044247,"7147018",20.32,0.00,8.53,"m","cm"
1003190929,1003044249,"7147019",20.32,0.00,8.53,"m","cm"
1003190944,1003044251,"7147020",20.32,0.00,8.53,"m","cm"
1003190959,1003044303,"7147021",20.32,0.00,8.53,"m","cm"
1003190974,1003044347,"7147022",20.32,0.00,8.53,"m","cm"
1003190990,1003044349,"7147023",20.32,0.00,8.53,"m","cm"
1003191005,1003044351,"7147024",20.32,0.00,8.53,"m","cm"
1003191021,1003044353,"7147025",20.32,0.00,8.53,"m","cm"
1003191037,1003044355,"7147026",20.32,0.00,8.84,"m","cm"
1003191053,1003044357,"7147027",20.32,0.00,8.53,"m","cm"
1003191070,1003044359,"7147028",20.32,0.00,8.53,"m","cm"
1003191085,1003044361,"7147029",20.32,0.00,8.53,"m","cm"
1003191125,1003044410,"7147032",2.50,0.00,20.00,"ft","inch"
1003191139,1003044412,"7147033",25.00,0.00,20.00,"ft","inch"
1003191153,1003044414,"7147034",2.50,0.00,20.00,"ft","inch"
1003193730,1003044704,"7147048",20.32,0.00,1.83,"m","cm"
1003194563,1003045190,"7147062",10.92,0.00,5.79,"m","cm"
1003194577,1003045192,"7147063",10.92,0.00,5.79,"m","cm"
1003194592,1003045194,"7147064",8.25,0.00,5.18,"m","cm"
1003192712,1003074522,"7147330",6.00,0.00,81.00,"ft","inch"
1003193432,1003074524,"7147331",6.00,0.00,101.00,"ft","inch"
1003193537,1003074588,"7147332",6.00,0.00,80.00,"ft","inch"
1003193790,1003074617,"7147335",6.00,0.00,71.00,"ft","inch"
1003193791,1003074617,"7147335",6.12,71.00,240.00,"ft","inch"
1003193956,1003074707,"7147338",6.00,0.00,20.00,"ft","inch"
1003193957,1003074707,"7147338",6.25,20.00,255.00,"ft","inch"
1003194355,1003074781,"7147343",6.00,0.00,300.00,"ft","inch"
1003194400,1003074783,"7147344",6.00,0.00,26.00,"ft","inch"
1003194401,1003074783,"7147344",5.93,26.00,240.00,"ft","inch"
1003194435,1003074825,"7147345",6.00,0.00,220.00,"ft","inch"
1003194606,1003074895,"7147348",6.00,0.00,20.00,"ft","inch"
1003194607,1003074895,"7147348",5.93,20.00,160.00,"ft","inch"
1003194898,1003074982,"7147351",6.00,0.00,49.00,"ft","inch"
1003194899,1003074982,"7147351",5.93,49.00,240.00,"ft","inch"
1003194963,1003074984,"7147352",6.00,0.00,28.00,"ft","inch"
1003195011,1003074986,"7147353",6.00,0.00,18.00,"ft","inch"
1003195012,1003074986,"7147353",5.62,18.00,23.00,"ft","inch"
1003195083,1003075040,"7147354",6.00,0.00,22.00,"ft","inch"
1003195084,1003075040,"7147354",0.31,22.00,29.00,"ft","inch"
1003195275,1003075042,"7147355",6.00,0.00,42.00,"ft","inch"
1003195276,1003075042,"7147355",5.87,42.00,60.00,"ft","inch"
1003195359,1003075074,"7147356",6.00,0.00,160.00,"ft","inch"
1003196036,1003075117,"7147357",6.00,0.00,80.00,"ft","inch"
1003196108,1003075119,"7147358",6.00,0.00,160.00,"ft","inch"
1003196189,1003075121,"7147359",6.00,0.00,60.00,"ft","inch"
1003196227,1003075123,"7147360",6.00,0.00,26.00,"ft","inch"
1003196228,1003075123,"7147360",5.87,26.00,81.00,"ft","inch"
1003196264,1003075171,"7147361",6.00,0.00,31.00,"ft","inch"
1003196265,1003075171,"7147361",5.93,31.00,200.00,"ft","inch"
1003196266,1003075171,"7147361",5.87,200.00,280.00,"ft","inch"
1003196312,1003075395,"7147362",6.00,0.00,161.00,"ft","inch"
1003196369,1003075445,"7147363",6.00,0.00,38.00,"ft","inch"
1003196370,1003075445,"7147363",6.12,38.00,300.00,"ft","inch"
1003196422,1003075458,"7147364",6.00,0.00,220.00,"ft","inch"
1003196548,1003075500,"7147365",6.00,0.00,54.00,"ft","inch"
1003196549,1003075500,"7147365",6.00,54.00,220.00,"ft","inch"
1003196550,1003075500,"7147365",5.87,220.00,280.00,"ft","inch"
1003196623,1003075502,"7147366",6.00,0.00,20.00,"ft","inch"
1003196624,1003075502,"7147366",6.12,20.00,180.00,"ft","inch"
1003196717,1003075524,"7147367",6.00,0.00,72.00,"ft","inch"
1003196718,1003075524,"7147367",5.87,72.00,240.00,"ft","inch"
1003196786,1003075526,"7147368",6.00,0.00,260.00,"ft","inch"
1003196816,1003075528,"7147369",6.00,0.00,50.00,"ft","inch"
1003196817,1003075528,"7147369",6.12,50.00,82.00,"ft","inch"
1003197157,1003075577,"7147373",6.00,0.00,42.00,"ft","inch"
1003197158,1003075577,"7147373",6.12,42.00,320.00,"ft","inch"
1003197201,1003075579,"7147374",6.00,0.00,52.00,"ft","inch"
1003197202,1003075579,"7147374",6.12,52.00,160.00,"ft","inch"
1003197258,1003075590,"7147375",6.00,0.00,340.00,"ft","inch"
1003198123,1003075739,"7147380",6.00,0.00,20.00,"ft","inch"
1003198124,1003075739,"7147380",6.12,20.00,502.00,"ft","inch"
1003200730,1003088418,"7147457",21.23,0.00,60.00,"m","cm"
1003200731,1003088418,"7147457",15.55,60.00,76.20,"m","cm"
1003200887,1003088420,"7147458",21.33,0.00,20.00,"m","cm"
1003200888,1003088420,"7147458",15.55,20.00,21.50,"m","cm"
1003200949,1003088422,"7147459",21.23,0.00,15.60,"m","cm"
1003200950,1003088422,"7147459",15.55,15.60,24.30,"m","cm"
1003201173,1003088462,"7147461",21.23,0.00,12.90,"m","cm"
1003201174,1003088462,"7147461",15.55,12.90,60.30,"m","cm"
1003201604,1003088681,"7147466",21.23,0.00,12.80,"m","cm"
1003201605,1003088681,"7147466",15.55,12.80,48.70,"m","cm"
1003322469,1003322467,"7147534",20.00,,6.00,"m","cm"
1003322478,1003322476,"7147534",20.00,,5.70,"m","cm"
1003322491,1003089986,"7147534",20.00,0.00,2.60,"m","cm"
1003322492,1003089986,"7147534",10.00,2.60,6.20,"m","cm"
1003196466,1003101922,"7147768",9.75,0.00,20.50,"ft","inch"
1003196467,1003101922,"7147768",6.00,20.50,120.00,"ft","inch"
1003196675,1003101928,"7147771",9.75,0.00,20.00,"ft","inch"
1003196676,1003101928,"7147771",6.00,20.00,140.00,"ft","inch"
1003106979,1003106858,"7147852",15.00,,6.10,"m","cm"
1003208430,1003118739,"7147871",6.00,20.00,53.00,"ft","inch"
1003208706,1003118816,"7147872",9.75,0.00,20.50,"ft","inch"
1003208707,1003118816,"7147872",6.00,20.50,98.00,"ft","inch"
1003208849,1003118962,"7147873",9.75,0.00,20.00,"ft","inch"
1003208850,1003118962,"7147873",6.00,20.00,160.00,"ft","inch"
1003208927,1003118964,"7147874",9.75,0.00,20.50,"ft","inch"
1003208928,1003118964,"7147874",6.00,20.50,505.00,"ft","inch"
1003209147,1003118966,"7147875",9.75,0.00,21.00,"ft","inch"
1003209148,1003118966,"7147875",6.00,21.00,240.00,"ft","inch"
1003170346,1003119457,"7147885",9.75,0.00,42.00,"ft","inch"
1003170347,1003119457,"7147885",6.00,42.00,240.00,"ft","inch"
1003170626,1003119472,"7147886",9.75,0.00,20.00,"ft","inch"
1003170627,1003119472,"7147886",6.00,20.00,104.00,"ft","inch"
1003125866,1003124038,"7147911",,,,"m","cm"
1003125904,1003124040,"7147912",,,,"m","cm"
1003180499,1003125136,"7147935",15.86,0.00,15.15,"m","cm"
1003180500,1003125136,"7147935",15.55,15.15,21.21,"m","cm"
1003180787,1003125483,"7147936",15.86,0.00,6.06,"m","cm"
1003180788,1003125483,"7147936",15.55,6.06,15.76,"m","cm"
1003180884,1003125515,"7147938",15.86,0.00,10.00,"m","cm"
1003180885,1003125515,"7147938",15.55,10.00,43.94,"m","cm"
1003180918,1003125530,"7147939",21.90,0.00,11.21,"m","cm"
1003180919,1003125530,"7147939",20.32,11.21,13.64,"m","cm"
1003210760,1003125772,"7147973",,,,"m","cm"
1003211809,1003132820,"7148016",25.08,0.00,12.80,"m","cm"
1003211810,1003132820,"7148016",15.55,12.80,42.98,"m","cm"
1003211898,1003158294,"7148239",25.40,0.00,46.00,"ft","cm"
1003219489,1003159871,"7148254",10.00,0.00,59.00,"ft","inch"
1003325680,1003325678,"7148283",20.00,,6.70,"m","cm"
1003325689,1003325687,"7148283",20.00,,6.60,"m","cm"
1003325698,1003325696,"7148283",20.00,,7.30,"m","cm"
1003325707,1003325705,"7148283",20.00,,6.60,"m","cm"
1003325719,1003161283,"7148283",20.00,0.00,3.70,"m","cm"
1003325720,1003161283,"7148283",10.00,3.70,8.10,"m","cm"
1003220710,1003162491,"7148295",20.00,0.00,1.60,"m","cm"
1003220711,1003162491,"7148295",10.00,1.60,5.10,"m","cm"
1003220832,1003162493,"7148296",20.00,0.00,2.30,"m","cm"
1003220833,1003162493,"7148296",10.00,2.30,6.60,"m","cm"
1003325779,1003325777,"7148298",20.00,,5.10,"m","cm"
1003325788,1003325786,"7148298",20.00,,6.70,"m","cm"
1003325797,1003325795,"7148298",20.00,,7.00,"m","cm"
1003325810,1003162508,"7148298",20.00,0.00,8.20,"m","cm"
1003225032,1003169045,"7148397",8.25,0.00,3.66,"m","cm"
1003225135,1003169047,"7148398",8.25,0.00,3.66,"m","cm"
1003225219,1003169049,"7148399",8.25,0.00,3.66,"m","cm"
1003225536,1003169051,"7148400",8.25,0.00,3.66,"m","cm"
1003225717,1003169066,"7148401",8.25,0.00,3.66,"m","cm"
1003209714,1003169892,"7148425",,,,"ft","inch"
1003210098,1003170002,"7148435",5.71,0.00,2.13,"m","cm"
1003210112,1003170004,"7148436",5.71,0.00,1.83,"m","cm"
1003230974,1003170132,"7148452",8.25,0.00,3.96,"m","cm"
1003232329,1003170146,"7148453",8.25,0.00,3.10,"m","cm"
1003232409,1003170148,"7148454",8.25,0.00,1.83,"m","cm"
1003232445,1003170203,"7148455",8.25,0.00,2.13,"m","cm"
1003186159,1003185880,"7148579",13.00,0.00,23.00,"m","cm"
1003329656,1003329654,"7148911",20.00,,10.40,"m","cm"
1003329665,1003329663,"7148911",20.00,,3.00,"m","cm"
1003329674,1003329672,"7148911",20.00,,9.10,"m","cm"
1003329683,1003329681,"7148911",20.00,,4.60,"m","cm"
1003329692,1003329690,"7148911",20.00,,9.10,"m","cm"
1003329701,1003329699,"7148911",20.00,,5.50,"m","cm"
1003329713,1003216446,"7148911",20.00,0.00,4.20,"m","cm"
1003329714,1003216446,"7148911",10.00,4.20,9.80,"m","cm"
1003329723,1003329721,"7148912",10.00,,6.10,"m","cm"
1003329732,1003329730,"7148912",10.00,,6.10,"m","cm"
1003329743,1003216448,"7148912",10.00,0.00,6.10,"m","cm"
1003257972,1003252424,"7149185",6.00,0.00,30.00,"ft","inch"
1003257973,1003252424,"7149185",6.12,30.00,500.00,"ft","inch"
1003260879,1003260845,"7149211",,,,"m","cm"
1003260888,1003260847,"7149212",,,,"m","cm"
1003260897,1003260849,"7149213",,,,"m","cm"
1003260963,1003260851,"7149214",,,,"m","cm"
1003261002,1003260853,"7149215",15.86,0.00,6.40,"m","cm"
1003261003,1003260853,"7149215",15.23,6.40,29.86,"m","cm"
1003261014,1003260855,"7149216",,,,"m","cm"
1003261092,1003260857,"7149217",50.00,0.00,2.13,"m","cm"
1003261387,1003260867,"7149222",15.86,0.00,17.37,"m","cm"
1003261388,1003260867,"7149222",15.23,17.37,75.58,"m","cm"
1003261494,1003260873,"7149225",15.86,0.00,21.03,"m","cm"
1003261495,1003260873,"7149225",15.23,21.03,23.46,"m","cm"
1003261565,1003260875,"7149226",15.86,0.00,6.40,"m","cm"
1003261566,1003260875,"7149226",15.23,6.40,25.90,"m","cm"
1003261624,1003261610,"7149227",15.86,0.00,25.60,"m","cm"
1003261625,1003261610,"7149227",15.23,25.60,29.86,"m","cm"
1003261908,1003261782,"7149231",15.86,0.00,26.51,"m","cm"
1003261909,1003261782,"7149231",15.23,26.51,29.86,"m","cm"
1003261988,1003261784,"7149232",15.86,0.00,17.06,"m","cm"
1003261989,1003261784,"7149232",15.23,17.06,75.58,"m","cm"
1003262321,1003261792,"7149236",15.86,0.00,11.88,"m","cm"
1003262322,1003261792,"7149236",15.23,11.88,52.72,"m","cm"
1003262363,1003261794,"7149237",15.86,0.00,6.40,"m","cm"
1003262364,1003261794,"7149237",15.23,6.40,83.20,"m","cm"
1003262394,1003261796,"7149238",,,,"m","cm"
1003262407,1003261798,"7149239",15.86,0.00,9.44,"m","cm"
1003262408,1003261798,"7149239",15.07,9.44,67.69,"m","cm"
1003262943,1003262475,"7149240",,,,"m","cm"
1003262952,1003262477,"7149241",,,,"m","cm"
1003263021,1003262479,"7149242",,,,"m","cm"
1003263053,1003262481,"7149243",,,,"m","cm"
1003263062,1003262483,"7149244",,,,"m","cm"
1003263105,1003262485,"7149245",6.40,6.40,15.86,"m","cm"
1003263106,1003262485,"7149245",,25.29,15.23,"m","cm"
1003263286,1003262487,"7149246",15.86,0.00,21.94,"m","cm"
1003263287,1003262487,"7149246",14.91,21.94,37.48,"m","cm"
1003263324,1003262489,"7149247",15.86,0.00,11.58,"m","cm"
1003263325,1003262489,"7149247",15.44,11.58,83.20,"m","cm"
1003263389,1003262493,"7149249",15.86,0.00,16.15,"m","cm"
1003263390,1003262493,"7149249",15.55,16.15,45.10,"m","cm"
1003263420,1003262495,"7149250",15.86,0.00,15.23,"m","cm"
1003263421,1003262495,"7149250",15.23,15.23,75.58,"m","cm"
1003263460,1003262497,"7149251",15.86,0.00,15.84,"m","cm"
1003263461,1003262497,"7149251",15.23,15.84,75.58,"m","cm"
1003263489,1003262499,"7149252",15.86,0.00,9.75,"m","cm"
1003263490,1003262499,"7149252",15.23,9.75,52.72,"m","cm"
1003263523,1003262501,"7149253",15.86,0.00,6.40,"m","cm"
1003263524,1003262501,"7149253",15.23,6.40,90.82,"m","cm"
1003263563,1003262503,"7149254",15.86,0.00,6.40,"m","cm"
1003263564,1003262503,"7149254",15.23,6.40,29.86,"m","cm"
1003272538,1003265248,"7149271",15.86,0.00,6.40,"m","cm"
1003272539,1003265248,"7149271",15.23,6.40,29.86,"m","cm"
1003273439,1003265280,"7149275",15.86,0.00,17.37,"m","cm"
1003273440,1003265280,"7149275",15.55,17.37,72.23,"m","cm"
1003273475,1003265282,"7149276",15.86,0.00,21.03,"m","cm"
1003273476,1003265282,"7149276",15.55,21.03,29.25,"m","cm"
1003273601,1003265284,"7149277",,,,"m","cm"
1003283722,1003265631,"7149331",6.00,0.00,200.00,"ft","inch"
1003288396,1003265633,"7149332",6.00,0.00,150.00,"ft","inch"
1003288581,1003265635,"7149333",6.00,0.00,68.00,"ft","inch"
1003288582,1003265635,"7149333",6.06,68.00,260.00,"ft","inch"
1003288884,1003265687,"7149337",6.00,0.00,78.00,"ft","inch"
1003288885,1003265687,"7149337",5.85,78.00,120.00,"ft","inch"
1003288928,1003265689,"7149338",,,,"ft","inch"
1003289003,1003265691,"7149339",6.00,0.00,21.00,"ft","inch"
1003289004,1003265691,"7149339",5.87,21.00,400.00,"ft","inch"
1003294111,1003265693,"7149340",,,,"ft","inch"
1003294350,1003265697,"7149342",6.00,0.00,43.00,"ft","inch"
1003294351,1003265697,"7149342",5.85,43.00,81.00,"ft","inch"
1003294393,1003265699,"7149343",6.00,0.00,19.00,"ft","inch"
1003294394,1003265699,"7149343",5.87,19.00,181.00,"ft","inch"
1003294479,1003265701,"7149344",6.00,0.00,220.00,"ft","inch"
1003294588,1003265705,"7149346",6.00,0.00,45.00,"ft","inch"
1003294589,1003265705,"7149346",5.93,45.00,80.00,"ft","inch"
1003298576,1003265734,"7149347",6.00,0.00,40.00,"ft","inch"
1003298577,1003265734,"7149347",6.12,40.00,220.00,"ft","inch"
1003298617,1003265748,"7149348",6.00,0.00,26.00,"ft","inch"
1003298618,1003265748,"7149348",5.87,26.00,86.00,"ft","inch"
1003298940,1003265760,"7149354",6.00,0.00,180.00,"ft","inch"
1003299023,1003265762,"7149355",6.00,0.00,34.00,"ft","inch"
